Index,Tag,Atag,Btag,pIC50_MMP12,Smiles,A_SortMax,B_SortMax,Final QC Purity,Generation-No
171,A04B21,A04,B21,4.4,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)C(=O)O,3,34,93,
172,A04B22,A04,B22,Inactive,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2c(C)cccc2C)C(=O)O,3,42,>98,Gen-10
173,A04B23,A04,B23,6.6,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,3,15,>98,
174,A04B24,A04,B24,5.4,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(C)C)C(=O)O,3,38,>98,
175,A04B25,A04,B25,7.1,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,3,2,>98,
176,A04B26,A04,B26,4.1,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,3,50,>98,
177,A04B27,A04,B27,7.4,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)C)C(=O)O,3,8,>98,
178,A04B28,A04,B28,4.5,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)C(=O)O,3,45,>98,
179,A04B29,A04,B29,4.9,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(/C=C/C(=O)O)c2)C(=O)O,3,35,90,Gen-2
180,A04B30,A04,B30,Not Made,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)C(=O)O,3,10,49,
181,A04B31,A04,B31,6.2,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(C)C)C(=O)O,3,21,>98,
182,A04B32,A04,B32,Inactive,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)C(=O)O,3,48,>98,
183,A04B33,A04,B33,6.9,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(CO)c2)C(=O)O,3,13,94,
184,A04B34,A04,B34,5.4,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C,3,40,>98,
185,A04B35,A04,B35,4.7,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)C(=O)O,3,27,96,Gen-8
186,A04B36,A04,B36,Inactive,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(C)C)C(=O)O,3,47,91,
187,A04B37,A04,B37,4.3,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(C)C)C(=O)O,3,41,>98,
188,A04B38,A04,B38,5.5,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)C(=O)O,3,24,98,
189,A04B39,A04,B39,Inactive,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2C(=O)C)C(=O)O,3,43,98,
190,A04B40,A04,B40,5.4,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CN)cc2)C(=O)O,3,25,98,
191,A04B41,A04,B41,Not Made,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(C)C)C(=O)O,3,11,>98,
192,A04B42,A04,B42,5,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)C(=O)O,3,36,>98,
193,A04B43,A04,B43,6.3,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)C(=O)O,3,19,>98,
194,A04B44,A04,B44,4.5,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)cc2C)C(=O)O,3,28,>98,Gen-4
195,A04B45,A04,B45,Not Made,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,3,30,[not sure],
196,A04B46,A04,B46,4.7,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(C)C)C(=O)O,3,39,94,
197,A04B47,A04,B47,4.7,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(C)C)C(=O)O,3,31,>98,
198,A04B48,A04,B48,7.1,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(F)c2)C(=O)O,3,7,>98,
199,A04B49,A04,B49,4.1,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(C)C)C(=O)O,3,46,>98,
200,A04B50,A04,B50,Not Made,CC(C)C[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)ccc(C)c2Cl)C(=O)O,3,49,0,
201,A05B01,A05,B01,6.5,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,6,12,97,
202,A05B02,A05,B02,7.2,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,6,5,>98,
203,A05B03,A05,B03,Not Made,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,6,16,69,
204,A05B04,A05,B04,7,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)cc2)C(=O)O,6,9,96,
205,A05B05,A05,B05,Assay Failed,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,6,32,97,
206,A05B06,A05,B06,Not Made,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,6,37,83,
207,A05B07,A05,B07,7.7,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(SC)cc2)C(=O)O,6,1,91,
208,A05B08,A05,B08,4.6,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,6,33,97,
209,A05B09,A05,B09,Inactive,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,6,23,>98,Gen-1
210,A05B10,A05,B10,5.3,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(c2)N(=O)=O)C(=O)O,6,22,96,
211,A05B11,A05,B11,5.8,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(NC(=O)C)c2)C(=O)O,6,17,96,
212,A05B12,A05,B12,6.1,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)C(=O)O,6,18,96,
213,A05B13,A05,B13,4.8,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2OC)C(=O)O,6,44,93,
214,A05B14,A05,B14,5.1,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)C(=O)O,6,26,94,
215,A05B15,A05,B15,5.9,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)C(=O)O,6,20,92,
216,A05B16,A05,B16,4.3,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCSCC)C(=O)O,6,29,97,
217,A05B17,A05,B17,6.8,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CO)cc2)C(=O)O,6,14,>98,
218,A05B18,A05,B18,7.5,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCSCC)C(=O)O,6,3,96,
219,A05B19,A05,B19,7.3,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CC)cc2)C(=O)O,6,4,98,
220,A05B20,A05,B20,6.9,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)C(=O)O,6,6,96,
221,A05B21,A05,B21,5.6,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)C(=O)O,6,34,95,
222,A05B22,A05,B22,Assay Failed,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(C)cccc2C)C(=O)O,6,42,92,
223,A05B23,A05,B23,6.2,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,6,15,97,
224,A05B24,A05,B24,4.5,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC)cc2OC)C(=O)O,6,38,93,
225,A05B25,A05,B25,7.2,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,6,2,95,
226,A05B26,A05,B26,Not Made,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,6,50,,
227,A05B27,A05,B27,Not Made,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)C)C(=O)O,6,8,86,
228,A05B28,A05,B28,4.1,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)C(=O)O,6,45,92,
229,A05B29,A05,B29,4.4,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(/C=C/C(=O)O)c2)C(=O)O,6,35,95,
230,A05B30,A05,B30,6.1,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)C(=O)O,6,10,98,
231,A05B31,A05,B31,Assay Failed,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(C)c(OC)c(C)c2)C(=O)O,6,21,94,
232,A05B32,A05,B32,Inactive,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)C(=O)O,6,48,97,
233,A05B33,A05,B33,Not Made,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(CO)c2)C(=O)O,6,13,65,
234,A05B34,A05,B34,Inactive,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(ccc2OC)C(C)C)C(=O)O,6,40,97,
235,A05B35,A05,B35,4.8,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)C(=O)O,6,27,95,
236,A05B36,A05,B36,Inactive,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC)c(OC)c2OC)C(=O)O,6,47,92,
237,A05B37,A05,B37,Inactive,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(Cl)ccc2OC)C(=O)O,6,41,93,
238,A05B38,A05,B38,4.8,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)C(=O)O,6,24,90,
239,A05B39,A05,B39,4.1,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2C(=O)C)C(=O)O,6,43,92,
240,A05B40,A05,B40,Not Made,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CN)cc2)C(=O)O,6,25,68,
241,A05B41,A05,B41,6.6,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)OC)C(=O)O,6,11,95,
242,A05B42,A05,B42,5.1,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)C(=O)O,6,36,95,
243,A05B43,A05,B43,Assay Failed,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)C(=O)O,6,19,96,
244,A05B44,A05,B44,5,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)cc2C)C(=O)O,6,28,93,
245,A05B45,A05,B45,Not Made,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,6,30,89,
246,A05B46,A05,B46,4.4,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OC)c2F)C(=O)O,6,39,93,
247,A05B47,A05,B47,Assay Failed,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCSCC)C(=O)O,6,31,91,
248,A05B48,A05,B48,7,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(F)c2)C(=O)O,6,7,92,
249,A05B49,A05,B49,4.5,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)cc(F)c2OC)C(=O)O,6,46,93,
250,A05B50,A05,B50,Not Made,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)ccc(C)c2Cl)C(=O)O,6,49,16,
251,A06B01,A06,B01,6.2,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,12,12,98,
252,A06B02,A06,B02,5.4,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,12,5,>98,Gen-7
253,A06B03,A06,B03,5.1,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,12,16,>98,
254,A06B04,A06,B04,7.2,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)cc2)C(=O)O,12,9,>98,
255,A06B05,A06,B05,4.1,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,12,32,>98,
256,A06B06,A06,B06,3.7,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,12,37,97,
257,A06B07,A06,B07,7.2,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,1,94,
258,A06B08,A06,B08,4.7,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,12,33,97,
259,A06B09,A06,B09,5.3,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,12,23,88,
260,A06B10,A06,B10,5.5,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(c2)N(=O)=O)C(=O)O,12,22,97,
261,A06B11,A06,B11,6,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(NC(=O)C)c2)C(=O)O,12,17,>98,
262,A06B12,A06,B12,6.5,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)C(=O)O,12,18,97,
263,A06B13,A06,B13,4.4,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,44,>98,
264,A06B14,A06,B14,4.5,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)C(=O)O,12,26,>98,
265,A06B15,A06,B15,5.8,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)C(=O)O,12,20,>98,
266,A06B16,A06,B16,Inactive,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,29,>98,
267,A06B17,A06,B17,6.5,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CO)cc2)C(=O)O,12,14,>98,Gen-6
268,A06B18,A06,B18,7.4,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,3,>98,Gen-10
269,A06B19,A06,B19,7.2,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,4,>98,
270,A06B20,A06,B20,7.5,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)C(=O)O,12,6,>98,
271,A06B21,A06,B21,5.2,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)C(=O)O,12,34,>98,
272,A06B22,A06,B22,Inactive,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(C)cccc2C)C(=O)O,12,42,>98,
273,A06B23,A06,B23,6.3,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,12,15,96,Gen-8
274,A06B24,A06,B24,Assay Failed,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,38,>98,
275,A06B25,A06,B25,7.2,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,12,2,>98,
276,A06B26,A06,B26,4,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,12,50,97,
277,A06B27,A06,B27,7,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)C)C(=O)O,12,8,94,
278,A06B28,A06,B28,Inactive,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)C(=O)O,12,45,96,
279,A06B29,A06,B29,4.6,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(/C=C/C(=O)O)c2)C(=O)O,12,35,97,
280,A06B30,A06,B30,Not Made,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)C(=O)O,12,10,96,
281,A06B31,A06,B31,5.2,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,21,97,
282,A06B32,A06,B32,4,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)C(=O)O,12,48,>98,
283,A06B33,A06,B33,6.9,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(CO)c2)C(=O)O,12,13,98,
284,A06B34,A06,B34,Inactive,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O)C(C)C,12,40,>98,
285,A06B35,A06,B35,5,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)C(=O)O,12,27,96,Gen-2
286,A06B36,A06,B36,Inactive,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,47,>98,
287,A06B37,A06,B37,Inactive,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,41,94,
288,A06B38,A06,B38,5.2,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)C(=O)O,12,24,>98,
289,A06B39,A06,B39,Inactive,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2C(=O)C)C(=O)O,12,43,96,
290,A06B40,A06,B40,5.1,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CN)cc2)C(=O)O,12,25,97,
291,A06B41,A06,B41,7,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,11,98,Gen-6
292,A06B42,A06,B42,5.1,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)C(=O)O,12,36,>98,
293,A06B43,A06,B43,6.3,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)C(=O)O,12,19,98,Gen-5
294,A06B44,A06,B44,4.6,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)cc2C)C(=O)O,12,28,98,
295,A06B45,A06,B45,Not Made,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,12,30,94,
296,A06B46,A06,B46,4.2,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,39,98,
297,A06B47,A06,B47,4.2,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,31,97,
298,A06B48,A06,B48,7,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(F)c2)C(=O)O,12,7,96,
299,A06B49,A06,B49,4.6,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,46,98,
300,A06B50,A06,B50,Not Made,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)ccc(C)c2Cl)C(=O)O,12,49,49,
301,A07B01,A07,B01,5.8,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2ccccc2)c3cccs3,38,12,>98,
302,A07B02,A07,B02,Not Made,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)c3cccs3,38,5,89,
303,A07B03,A07,B03,5.3,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)c3cccs3,38,16,>98,
304,A07B04,A07,B04,6.7,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,9,>98,
305,A07B05,A07,B05,4.5,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)c5cccs5,38,32,98,
306,A07B06,A07,B06,Not Made,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)c5cccs5,38,37,0,
307,A07B07,A07,B07,6.8,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,1,96,
308,A07B08,A07,B08,5,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)c3cccs3,38,33,98,
309,A07B09,A07,B09,Not Made,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)c3cccs3,38,23,83,
310,A07B10,A07,B10,5.5,Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,22,98,
311,A07B11,A07,B11,6.1,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,17,98,
312,A07B12,A07,B12,6,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)c3cccs3,38,18,>98,
313,A07B13,A07,B13,4.6,COc1ccccc1c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,44,98,
314,A07B14,A07,B14,4.1,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)c3cccs3,38,26,>98,
315,A07B15,A07,B15,5.2,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2ccccc2F)c3cccs3,38,20,97,
316,A07B16,A07,B16,4.1,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,29,>98,
317,A07B17,A07,B17,5.8,OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,14,98,
318,A07B18,A07,B18,7,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,3,98,
319,A07B19,A07,B19,6.5,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,4,98,
320,A07B20,A07,B20,6.3,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)c4cccs4,38,6,98,
321,A07B21,A07,B21,4.8,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)c4cccs4,38,34,98,
322,A07B22,A07,B22,4.6,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,42,98,
323,A07B23,A07,B23,5.9,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)c4cccs4,38,15,>98,Gen-9
324,A07B24,A07,B24,4.6,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,38,98,
325,A07B25,A07,B25,6.9,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)c3cccs3,38,2,98,
326,A07B26,A07,B26,Not Made,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)c3cccs3,38,50,,
327,A07B27,A07,B27,6.2,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,8,94,
328,A07B28,A07,B28,Inactive,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)c3cccs3,38,45,98,
329,A07B29,A07,B29,4.5,OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,35,97,
330,A07B30,A07,B30,Not Made,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)c3cccs3,38,10,56,
331,A07B31,A07,B31,5.2,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,21,98,
332,A07B32,A07,B32,Not Made,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)c4cccs4,38,48,87,
333,A07B33,A07,B33,6.1,OCc1cccc(c1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,13,95,
334,A07B34,A07,B34,4.5,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3)C(C)C,38,40,95,
335,A07B35,A07,B35,Not Made,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)c5cccs5,38,27,0,
336,A07B36,A07,B36,4.3,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,47,91,
337,A07B37,A07,B37,4,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,41,>98,
338,A07B38,A07,B38,5,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)c3cccs3,38,24,93,
339,A07B39,A07,B39,Inactive,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,43,>98,
340,A07B40,A07,B40,4.3,NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,25,94,
341,A07B41,A07,B41,6.2,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,11,92,
342,A07B42,A07,B42,4.8,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)c4cccs4,38,36,98,
343,A07B43,A07,B43,5.3,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)c3cccs3,38,19,98,
344,A07B44,A07,B44,5,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,28,98,
345,A07B45,A07,B45,Not Made,OC(=O)C(NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)c3cccs3,38,30,0,
346,A07B46,A07,B46,Not Made,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)NC(C(=O)O)c3cccs3,38,39,84,
